provenance,protocol_id,device_id,run_id,instrument_id,calibration_record_id,measurement_plane,phase_reference_id,phase_convention,channel_id,emitter_x_m,emitter_y_m,emitter_z_m,frequency_hz,sound_speed_m_s,target_x_m,target_y_m,target_z_m,measured_drive_phase_rad
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,10,0.010000,-0.030000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.302472026591
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,11,0.014000,-0.030000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.421710241500
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,12,0.018000,-0.030000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.635942379808
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,13,0.022000,-0.030000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.944494853361
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,14,0.026000,-0.030000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.346408645515
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,15,0.030000,-0.030000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.840453938972
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,16,-0.030000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,4.721584577982
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,17,-0.026000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.913438871167
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,18,-0.022000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.191717085111
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,19,-0.018000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.558469873284
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,20,-0.014000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.015550218864
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,21,-0.010000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.564588166643
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,22,-0.006000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.206967585565
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,23,-0.002000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.943805691272
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,24,0.002000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.775936007914
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,25,0.006000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.703895359678
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,26,0.010000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.727915357846
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,27,0.014000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.847918695158
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,28,0.018000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.063520384885
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,29,0.022000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.374033898531
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,30,0.026000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.778481975744
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,31,0.030000,-0.026000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.275611714438
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,32,-0.030000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,4.260647375509
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,33,-0.026000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.448458991827
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,34,-0.022000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.723066285486
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,35,-0.018000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.086549967332
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,36,-0.014000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.540790890012
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,37,-0.010000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.087444167968
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,38,-0.006000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.727915357846
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,39,-0.002000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.463339453560
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,40,0.002000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.294563399398
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,41,0.006000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.222132733170
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,42,0.010000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.246282842650
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,43,0.014000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.366935158922
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,44,0.018000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.583698429264
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,45,0.022000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.895875021768
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,46,0.026000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.302472026591
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,47,0.030000,-0.022000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.802216747105
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,48,-0.030000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.890245340009
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,49,-0.026000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.074778764372
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,50,-0.022000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.346408645515
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,51,-0.018000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.707240271790
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,52,-0.014000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.159177297762
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,53,-0.010000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.703895359678
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,54,-0.006000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.342817775401
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,55,-0.002000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.077094103711
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,56,0.002000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.190767593615
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,57,0.006000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.118020310606
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,58,0.010000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.142276045347
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,59,0.014000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.263455194677
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,60,0.018000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.197976062497
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,61,0.022000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.511502531235
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,62,0.026000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.919843561084
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,63,0.030000,-0.018000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.421710241500
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,64,-0.030000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.611468389846
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,65,-0.026000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.793516952285
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,66,-0.022000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.062889556120
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,67,-0.018000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.421710241500
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,68,-0.014000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.871900068176
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,69,-0.010000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.415150343541
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,70,-0.006000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.052897953262
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,71,-0.002000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.069488892604
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,72,0.002000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.899418894343
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,73,0.006000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.826431404945
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,74,0.010000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.850767274484
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,75,0.014000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.972346109133
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,76,0.018000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.190767593615
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,77,0.022000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.222132733170
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,78,0.026000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.631796610212
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,79,0.030000,-0.014000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.135272619320
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,80,-0.030000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.425148387394
